Reviews,Rating,Sentiment
Very very good product.. good betari,4,1
Sounds and base quality are not good,1,0
Bluetooth connecting sound very poor,3,0
the aux cable is of very low quality,3,0
Sound is bad,3,0
Good quality product,5,1
"Ok ok sound quality,",3,0
Poor plastic quality,2,0
Sound quality superb,5,1
On call it is giving very band sound to receiver,1,0
Nice headphone I liked it so much,5,1
Boat is best quality product,4,1
Plastic used is not of googd quality,3,0
Bad mic quality.so I'm returning it.,4,1
Good sounds quality is good 👍👌👌👌,5,1
It was very tight I regret taking it,1,0
Thoda Purana hai Lekin sahi hai mast,3,0
Best product worth of money 👌,5,1
Good battery,4,1
good product,5,1
Good product,5,1
Good quality,4,1
Good product,5,1
Very good product 👌,5,1
Dislike this product,3,0
Best value for money,5,1
Good product advice to buy in budget,5,1
Worth for money..,5,1
The best headphone ever I had...it is a price worthy headphone..,4,1
Nice product,4,1
Overall very good product.,5,1
Nice,5,1
Sound quality is nice but it not very comfortable to put on ears for long.,5,1
4 दिन सेवा अच्छी नहीं है इसकी चार्जिंग बिल्कुल नहीं हो रहा है,5,1
Poli,5,1
Quality of product is weak.,1,0
Sound quality is so smooth and best,5,1
Product is not comfortable for use.,3,0
Good but not for me,1,0
Wonderfull Product...worth of Money....i love it Seriously..Good Sound ...Great Effect...,5,1
Op product value for money must buy,5,1
Sound quality is too good👍,5,1
Gifted to my son and he loved it...,4,1
Good quality product at fair price.,4,1
It broke in couple of months usage.,2,0
Good sound quality,4,1
Good to use,5,1
Awesome  an,5,1
Good Product Good Quality,5,1
I use this prout in online lecture,5,1
Good productThanks to Amazon,5,1
I like sound quality and design 👌,4,1
"0 star loss of time,loss of wealth",1,0
Ear starts paining after some time,3,0
Material quality is completely bad,1,0
Very good product.  No complaints.,4,1
Best in class for the price/budget,4,1
"Betsy bass quality, for best price",5,1
Sound quality of excellent,5,1
Fine..but for calling its so poor,1,0
Best Sound quality,5,1
Nice products god of bass must buy,5,1
Very nice product full pasie wasul,1,0
"I would to say that....buy it,,,,,",5,1
Was expecting something exclusive.,1,0
ᴛʀʏ ɪᴛ ....... ᴀɴᴅ ᴘʟᴇᴀꜱᴇ ʜᴇᴀʀ ᴛʜᴇ 8ᴅ ᴍᴜꜱɪᴄ......... ɪᴛ'ꜱ ᴍᴀᴅᴇ ꜰᴏʀ ɪᴛ.,4,1
Everything,4,1
Sound quality is good. The battery lasts long and the headphones are very comfortable,5,1
Very very very good,5,1
The material durability is poor it breaks  withintwo month,4,1
"Great Product, Too good sound quality.",5,1
Not badGood attractive looks sound is not so high a medium but bass is good,4,1
It's broken in the joint of brass,1,0
Nice Quality sound bass also good,5,1
worth for money .....good product,4,1
This product is very nice AWESOME,4,1
Sound quality is very bad,2,0
I received a damanged good this is seriously so wrong,1,0
One side not work,1,0
Very Good Product,4,1
Tbh Not that good,3,0
Very nice product,5,1
I don't  want this product again.,1,0
I liked it's performance,4,1
Didn't received in good condition,1,0
Bass is puper. Sound quality good,5,1
Nice product. Good sound quality.,5,1
Sound and bass are fantastic!!!!!,4,1
I really like this  product 👌 😍,4,1
Good product but fell low quality,4,1
Best sound and durability,5,1
Very nice,5,1
Very good,4,1
Too tight,2,0
Good also,3,0
Very good product,5,1
within 4 month its headbend is broken .poor quality,1,0
Very nice,5,1
It's battery is good. I use it about 15 hour after 1 time charge.,5,1
Excellent,5,1
"Amazing Headphones.....Comfort, Quality, Battery Life everything is Good",5,1
When I saw my headphone I am very happy and more excited,5,1
the headphone is very nice sound is best,5,1
Good qualities,5,1
Turned out to be defective as soon as I opened it.,1,0
No comfortableEars paining,1,0
,4,1
Amazing product.,5,1
Love the product,5,1
I really like it,4,1
Very bad product,1,0
Amazing product,5,1
Don't buy this products  waste of money,1,0
Waste of money baot 370 very bad,1,0
In edge that sopnge was to tough,1,0
I am use this product for gaming,5,1
One of the best products is boat,5,1
The product is awesome Go for it,5,1
Mic quality is very poor,1,0
Beautiful experience in sound,4,1
,5,1
It is broken in a few days so that is not worth for money,1,0
best product,5,1
Bad product companysend me old product,2,0
I really like this product good quality ..,5,1
wow product,5,1
Battery backup is really good .,5,1
Best sound quality and op bass.,5,1
It is a good one for low budget,5,1
Awesome product,5,1
Good quality is,5,1
Not stiff and too tight on ears,1,0
Bluetooth connectivity very bad,1,0
,5,1
Superb quality,4,1
Very poor quality of the sound,1,0
Didn't expected this from Boat,1,0
Not comfortable at all,3,0
This very good product,4,1
very good song quality,5,1
Don't buy this product,1,0
Liked it .....must buy,5,1
Super bass super sound,5,1
not so good broken in few time,2,0
It's good but not comfortable.,4,1
It came with one earcup fixed and one not,2,0
Nice productFast delivery within time,5,1
Superb,5,1
😃😃😃,5,1
,5,1
When we listen for an hours our ears start heating up. And rest all good.,4,1
best heaphones everi loved itmust buy,5,1
very gud deep base,5,1
Battery backup  it's very bad,1,0
Good product in this range...,5,1
Sound quality awesome,4,1
Sound in good quality,4,1
extremely recommended,5,1
So good of all things,5,1
Not good for calling.,1,0
Both time I received the product it was defective.,1,0
Bass quality very nice,5,1
Nice products,4,1
Best one 👍with low price,4,1
I really like this product 😍,5,1
Good sound quality and backup,5,1
Nice sound perfect quality 😊,5,1
I'm so happy for this product,5,1
Broken within a week of usage,1,0
Sound quality osm....,5,1
Sound quality is good,4,1
Super,5,1
I found used product bad experience,1,0
Good quality product,4,1
Nice,5,1
I love the colour and the sound is nice.,3,0
"Sound qulity is good, and overall best value for money",5,1
NICE,5,1
Within 2 weeks charging issue happend,1,0
Good quality can but,5,1
Very nice 👍 quality,5,1
Bettery back up good,4,1
Dont think to buy it,1,0
Good product,5,1
Nice product,4,1
Good Quality,5,1
Good quality,5,1
It's awesome,5,1
Sound is low,3,0
I like sound quality 👌 and battery life is also too good.,4,1
,4,1
Need to improve base quality,4,1
Please  rectify the damage..,1,0
Overall good product,4,1
Good,5,1
Good,4,1
Good,5,1
Nice,5,1
Good,5,1
Nice,5,1
Bad practice with this product,1,0
Very good product and sound quality is also excellent.,5,1
Good,3,0
Good,5,1
Good,5,1
Two speakers different sound,1,0
Good product,4,1
best for student and gamers,5,1
"Good Product , Worth Buying",4,1
Battery backup is very good,3,0
Good quality and good sound,5,1
I like this product,5,1
BATTERY IS NOT GOOD,4,1
A very good product,5,1
Really Good Product,4,1
It has good quality,4,1
Kindly repair my head phone,1,0
Not working,1,0
This product is nice but it starts paining in my ear after wearing more than 2 hours,4,1
Great sound.Nice passive noise cancellation.Range is not satisfied,4,1
The earcups keep coming off,4,1
Very good  sound quality...,5,1
I don't like sound not good,1,0
The overall product is good,5,1
Nice sound quality.,5,1
Op in the chat guys,5,1
Yes,4,1
Not for base lovers.,3,0
"Nice sound effect in this budget ..,",5,1
This headphones is over my head.,5,1
Superb Quality product.....You should also try.,5,1
I had an ear pain....but worth for money,4,1
This headphone pressing hard and getting ears very uncomfortable.,3,0
Very nice product 👌 👍 👏,5,1
Because of very good sound,4,1
Good product go and buy it,3,0
Satisfied in sound quality,5,1
Poor sound quality,1,0
Flexibility can be improve,5,1
AWESOME 😎,5,1
Good sound,4,1
"It's comfortable for every body and good sound quality ,, #Pasool_wasool",5,1
Sound quality was great 👍👌,5,1
Battery backup is too good,4,1
"Ye to bahut jaldi toot gaya lagate time ,what I do ,",1,0
can worth of money,4,1
Best bass,5,1
Nice sound very nice sond quality nice battery backup,4,1
Sound quality is to good,5,1
Bluetooth system is worst,1,0
Amazing product I love it,5,1
I din't like this product,1,0
Noise laging in Bluetooth,1,0
I don't get Warranty card,5,1
Its is good item.,4,1
Nice product 👍☺️,5,1
Like this product,5,1
I like everything about this headphone,5,1
Excellent,5,1
It's good,4,1
Bad sound quality,1,0
Sound quality best n best,5,1
Nothing it's good,5,1
Bass is not good.,3,0
But not a problem,2,0
,5,1
Loved it.,5,1
Very nice,5,1
Not durable... I think it's not original,1,0
,5,1
Great headphones and brillant sound quality,5,1
Damaged product received,1,0
This product is very bad,1,0
It's best in this budget,5,1
Bass quality can improve,5,1
Very nice 👍👍👍,5,1
Overall so super,5,1
Better listening,5,1
Very bad quality,1,0
Nice one,5,1
Sound quality is great but broken into pieces within  3 months,1,0
No good sounds. To much error to connect and breakable audio.,1,0
In this range i think it is very good,5,1
Build quality is so poor,3,0
Nise but not comfortable,3,0
Everything is Perfect..!,4,1
Very nice sound and bass,4,1
 Excellent.,5,1
Love this headset,5,1
One side is not working of the headphone please corporate with us!,4,1
I liked it so much,5,1
Sound not good,2,0
Very good product at a reasonable price..👍,4,1
Thank you amazon,5,1
Not bad but also no gud,1,0
nice for online classes,4,1
Speaker quality is poor,3,0
"Great product ,love it.",5,1
So nice products 👍☺️👍,5,1
Good to use  and sound effect,5,1
Broken received,1,0
Awesome product,5,1
You can try it.,4,1
"Not so good, can't use long",1,0
Dislike,4,1
Average,3,0
No any issues from this,5,1
Very good sound quality,5,1
Sound and bass are good,5,1
Listening music,3,0
It's audio quality is too good 👍Value for money.,5,1
A fair product with reasonable pricing,5,1
"Not bad,but we will get ear 👂 pains in 10to15day so better to buy another head set",2,0
Good,5,1
I like it ❤❤❤❤ good quality,5,1
Powli sadanam ahhKinnan thanne,5,1
Boat product very nice,5,1
It is broken in 2 days,1,0
battery backup is good,5,1
Not a worthy product!!,2,0
I like this very much.,5,1
Very poor quality.,1,0
Worth of money,5,1
Perfect Device,5,1
Super quality.,5,1
💜❤️💜❤️💖💜❤️,5,1
Sounds problem,2,0
Not bad good 1,4,1
Sound problem.,2,0
Superb,5,1
Song's,3,0
Sound was breaking constantly,1,0
Like the sound quality,5,1
Acchaa sound 1 numbers,5,1
Online classes,5,1
nice headphone,4,1
Vera levelnice,5,1
Sonnd quality is excellent.,4,1
I don't find any issue in this product.,5,1
All the my boat headphones is the best.,4,1
Nice product 👍🏻👍🏻,5,1
Smaller than expected,4,1
Not quite comfortable,2,0
Nice Product loved it,5,1
The item already used,1,0
No noise cancellation,5,1
Gazab,5,1
Made of poor plastic.,2,0
Sound quality is good,4,1
It broked in few days,3,0
Voice quality too bad,2,0
His size is too ahort,2,0
बहोत अच्छा है,5,1
Super,5,1
It was broken in the middle,1,0
Good sound quality and nice battery life...,4,1
Not up to it's price,3,0
Quality is very good,4,1
It is really good ☺️,5,1
Break aftet two days,1,0
Can buy this product,5,1
Poor quality product,1,0
Bass quality poor...,1,0
It worth every paisa,4,1
It's a so so product,3,0
Ear me dard hoga agr jyada der use kroge to,3,0
All the best,5,1
Nice product,5,1
Good quality,4,1
Good product,4,1
Good product,5,1
Nice product,5,1
Its not good,1,0
I love music,1,0
Good product,4,1
Very good 👍,4,1
Best product,5,1
Overall Good,4,1
Good product,4,1
Good product,5,1
Good quality,5,1
Un useless product,1,0
Sound quality,2,0
Nice,5,1
good,5,1
Good,4,1
Best,5,1
Like,5,1
Nice,5,1
Bad for online class,1,0
Bass quality is poor,3,0
Good value for money,4,1
Nice product,5,1
No impressed,1,0
Nycc product,5,1
Good,5,1
Nice battery,4,1
I liked the product,5,1
It's a used product,4,1
Super sound quality,5,1
The product is good,5,1
Poor build quality.,2,0
nice boat headphone,5,1
Plastic is not good,3,0
Good sounds quality,5,1
Price has decreased,1,0
Built quality is very bad,1,0
 God,5,1
Thik thak h,4,1
Very best👍,5,1
Bakwassssss,2,0
Good sound quality.,4,1
❤❤❤,5,1
Super good and the sound quality exellent,5,1
Sound and bass good,4,1
It was not original,1,0
Very nice headphone,5,1
Good battery backup,5,1
I love this product,5,1
Everything about it,5,1
,5,1
Good prouct,4,1
This sound quality is very cool and battery is also good,4,1
Worth of moneyExcellent sound quality,5,1
Good -Sound qualityGood bass quality,5,1
Need more color options and availability to buy,5,1
"Nice sound quality ,I like it very much",5,1
Quality is really amazing with prize ...,4,1
This product is amazing with high quality sound and long lasting battery.,5,1
Great Sound,5,1
Worst product ever in qualityGood sound base.,1,0
Excellent,5,1
Really nice one...,5,1
Bass quality worst,3,0
NICE SOUND QUALITU,5,1
Good sound quality,5,1
Amazing product 🙂,5,1
Osm product ❤️❤️❤️,5,1
Good Sound quality,5,1
Poor Sound Quality,1,0
Superb pro product,5,1
Awesome product 🎧,5,1
Nice sound,4,1
Op product,5,1
This is a good product and every body must try it but the delivery is late,5,1
Ok,4,1
Op,4,1
Ok,5,1
It's color damage.,1,0
long battery life.,3,0
Thanks amazon team,5,1
I like the product,5,1
Sound is very poor,1,0
Nice sound quality,5,1
Very nice product.,4,1
Next level,5,1
Ok quality,4,1
Mic issue when call someone,3,0
"Cheap plastic, don't buy",1,0
It broke within 10 months of usage.,1,0
I used 6 months and I have no any problem .,4,1
Physical structure is weak,5,1
Very best quality,5,1
Very good product,5,1
Like this product,5,1
Getting ear pains,1,0
Nice battery life,5,1
The build quality,3,0
Very good product,4,1
Very nice product,5,1
very good product,5,1
Very good quality,5,1
Excellent product,5,1
I 👍 this product,5,1
Very nice product,4,1
Good one.,4,1
Amazing😍,5,1
Excellent,1,0
Excellent,5,1
Amazing sound quality with amazing bass.,5,1
,4,1
,4,1
Sound is not good,1,0
Very nice product,5,1
Nice product 👍😊,3,0
Littele more bass,5,1
Good quality item,3,0
Sound achha hai .,4,1
Very good,5,1
Very nice,5,1
,4,1
,4,1
These are just awesome..The sound quality is just cool.,5,1
Don't buy this very poor quality,1,0
Nice Super I Gave 5 Star Rating Sound Is good,5,1
All features are good!,5,1
I didn't receive the 3.5 mm audio cable as given on the packet,3,0
Material is last quality,1,0
Item not working,1,0
Return your item,5,1
Awesome product.,5,1
One side working,1,0
not good,1,0
Not bad.,4,1
Help ful,5,1
Not good,1,0
No words,5,1
next time I will go for over ear one one..,5,1
Simply awesome,5,1
WiFi not working,1,0
Sound is clarify,4,1
I love this item,5,1
Damaged products,1,0
Bass is so great,5,1
Mic is not good.,1,0
Nice one,4,1
Sound quality is good,4,1
Worst quality headphone,1,0
Good sound qualityHeadphones are  working but it is damaged,1,0
Very nice head phone 👍,5,1
Good product...,5,1
Awesome product,5,1
Not comfortable,1,0
Not good at all,3,0
Awesome quality,5,1
Nice product ☺️,5,1
Very nice sound,5,1
So good product,5,1
Good sound 🥰🥰,4,1
Product is nice,3,0
I don't like it,1,0
Nice quality 👍,5,1
Bahut bekar hai,1,0
Not as expected,1,0
Useless product,1,0
Not comfortable,1,0
"Item broken,can I return/repairable",1,0
Good 😊,4,1
Dislike,3,0
Great headphones,2,0
I received used one.,1,0
Nice product 👍,4,1
Amazing product,5,1
nice headphones,5,1
I like this product .,5,1
Like it,5,1
Very awesome product.It sound is also good,5,1
 Awesome,5,1
Very much usefull product,4,1
Very nice and good 👍,5,1
Best products but very much expensive,4,1
Bass is not ok,1,0
Very very good,5,1
Very satisfied,5,1
Superb product,5,1
It not working,1,0
Sound quality is good,4,1
Like this item,5,1
Very satisfied,5,1
Sound is great,5,1
Beautiful ❣️💞,5,1
Its great man.,5,1
Its cool,5,1
Bakwas,1,0
Every thing is best,4,1
Very good product go for it,5,1
Not so durable,5,1
I Liked The Sound Quality,5,1
Go for it,5,1
It is  superb,5,1
Not good work,1,0
Sound quality,5,1
Super quality,5,1
Nice products,5,1
Great product,5,1
Great product,4,1
Good product.,4,1
Sound quality,5,1
Looks good but sound quality not good..,1,0
Super,5,1
Class ❤️❤️,5,1
"Nice product,",4,1
Sound quality,5,1
Great product,5,1
Worst product,1,0
Super quality,5,1
Good.,3,0
Sound quality is more good,5,1
Bill was missing from box.,5,1
Good,4,1
Killing performance thanks amazon,5,1
One of the best product 100of 100,5,1
Works good and nyc battery life,5,1
Nice stuff. Noise quality is awesome and Bluetooth connectivity is fast,4,1
Sound clearity some down,4,1
Poor quality,1,0
Waste not buy,1,0
Good,5,1
Worst headset ever,1,0
"Product is damage, the speaker spung is removed",1,0
Very Nice product and value for money,5,1
Nice product,4,1
Nice product,5,1
Good quality,5,1
Op headphone,5,1
Nice product,4,1
It's amazing,5,1
Nice product,4,1
Awesome 😊👍,5,1
Good product,5,1
Nice product,5,1
Good product,5,1
Good sound quality,4,1
Good,5,1
Nice,5,1
Good,5,1
Good product,5,1
Best,5,1
Fdth,2,0
Nice,5,1
Nice,4,1
Nice,5,1
Good,5,1
Best,5,1
Good,3,0
Good,3,0
Like,4,1
"It's not good. But for the price, Or hard to judge",2,0
Nice product,5,1
Faulty peice,1,0
Good product,4,1
Good product,5,1
good product,5,1
Best quality,1,0
Like👌,4,1
For movies..,2,0
Good quality,5,1
It is a best,5,1
Battery life,5,1
Very nice product.,4,1
Excellent,5,1
Worth purchase,5,1
Vad product,1,0
Its amazing,5,1
I like this,5,1
All is well,5,1
I like this,4,1
The service,2,0
PerfectValue for money ❤❤I love them....,5,1
It was used don't buy this😡😡,1,0
I like this,4,1
BadJProduct is so bad 😞😞😞Money 💸 waste .,1,0
Good quality,4,1
Nice,4,1
Bed product,1,0
Its good 😊,5,1
Bad quality,1,0
It was nice,4,1
Its quality,4,1
Osm product,5,1
Very good product,4,1
Super super hittt,5,1
Noise is not good enough,1,0
It's so amazing 😍,5,1
Good for teen,4,1
Super 🥰😍,1,0
Bad prdact,1,0
👌👌👌👌👌,4,1
Best he'd phone ever,5,1
Ok,3,0
after 1 hour its hurting in ears,2,0
Awesome 😎,5,1
Super cool,5,1
Broken after one month,1,0
Excellent Product,5,1
I like this product very much.,5,1
Beautiful 😍😍🙂🙂👌👍👍,5,1
Good product with good cost,5,1
Good sound quality,5,1
Very good,4,1
Bad noise,1,0
Worst....,1,0
Excellent,5,1
Marvelous,5,1
Very nice,5,1
i love it,5,1
Very nice,4,1
Very good,5,1
Excellent,5,1
Very good,2,0
Na pusand,1,0
It's good,5,1
Very nice,4,1
Very Good,5,1
Very good,5,1
,5,1
,5,1
,5,1
,5,1
,4,1
,1,0
Sound Quality is good and long battery life and long time playing,5,1
It has a voice lag.,1,0
Best product,5,1
Not working with Bluetooth,1,0
Lovely products amazing sound quality 👌,5,1
Bakwass h,1,0
No issues,4,1
Excellent,5,1
I like it,5,1
Broken with in a week,1,0
Not working with PC,1,0
,5,1
Sound quality was good.Reasonable price.,4,1
Bilkul khrab sthti mein  mila,1,0
Excellent  sounds quality,5,1
Very good,5,1
Product is good but in calling mic is not good,4,1
Excellent headphones,5,1
Amazing experience,5,1
Perfect sound n very comfortable,5,1
Excellent,5,1
Fully worth it,5,1
Not good,3,0
Its good,4,1
Not good,2,0
Fabalous,5,1
Awesome.,5,1
Sound Quality Good,5,1
Broken within 2 months. Poor qualiyu,1,0
Not good,4,1
अच्छी है,1,0
Adjusted,5,1
Best wow,5,1
Very good,5,1
Ok headphones,3,0
Really a nice product I loved it bass,5,1
Sound quality is best,5,1
Quality of product,1,0
This product 👌is designed well,5,1
Product is worth the money 😍👍,5,1
Perfect,5,1
Awesome,4,1
Dislike,1,0
Nice 🎧,4,1
Amazing,5,1
Dislike,1,0
Nor bad,4,1
Good do,5,1
Dislike,1,0
Dislike,4,1
Ghatiya,1,0
1number,5,1
Good 👍,5,1
"Excellent product, as per one's expectations",5,1
Good in,4,1
I like kida achha laga muje ye,5,1
Superb,4,1
I like,4,1
Better,4,1
Niceee,5,1
Sound issue for one side speakr,1,0
Average sound quality,4,1
Best quality in budget,5,1
👍👍👍,5,1
सही है,2,0
😲😲😲,5,1
bakwas,5,1
I like it,5,1
charger missing in the pack.,1,0
Super quality,5,1
Amazing,4,1
Nyc product,5,1
Dislike and use for many,3,0
Poor quality,1,0
Beast,5,1
Supar,5,1
Great,5,1
Good.,4,1
OP 🔥,4,1
Sound,5,1
Huhhh,5,1
Best sound quality i love this,5,1
The product is too nice and very much handy,5,1
Good product,5,1
does not connect . Disappointed,1,0
Very good 🤠🤠,4,1
Worst,1,0
Sound is dollby,5,1
,5,1
Buttons are bad quality money waste,1,0
So very very very nice,5,1
It has nothing to dislike.,5,1
Super,5,1
Sound quality is good,5,1
It's really good 😊😍😍,5,1
Nice,4,1
Good,4,1
Nice,5,1
Like,5,1
Best,5,1
Good,4,1
Like,4,1
Good,5,1
best,4,1
good,3,0
Like,4,1
Good,4,1
Nice,4,1
Like,4,1
Good,5,1
Truely bass bosstedddddd🔥🔥🔥🔥🔥,5,1
Nice,5,1
Nice product just love it,3,0
It's really unnecessary product or is waste please don't buy,1,0
Nice,5,1
Good,4,1
Goos,4,1
Good,4,1
Good,4,1
Like,5,1
Like,5,1
Good,5,1
Like,5,1
Good,4,1
Like,5,1
Good,5,1
Nice,5,1
Best,4,1
Cheap quality,1,0
Nice,4,1
Horrible product,1,0
no video,4,1
Body damage,1,0
Bass not good,2,0
गुड,4,1
Bad,1,0
Gud,5,1
Bad,1,0
Yas,5,1
Bad,1,0
Old and used product,1,0
Amazing product ❤️,5,1
Osm,1,0
Bluetooth connection is  poor n noise cancellation too,1,0
Its all good but this product is not comfortable,1,0
Good👍,4,1
Worth,5,1
Very nice product,5,1
Op,5,1
No,4,1
Ok,5,1
Ok,4,1
Ok,3,0
Ok,5,1
Its sooper the package is also super,5,1
Ok,2,0
Ok,5,1
No,4,1
Gj,5,1
Ok,2,0
NICE QULITY AND VERY GOOD,5,1
Amazing,5,1
but it if you can,5,1
This product is very good,5,1
Good product very best product,5,1
Awesome,5,1
,5,1
,5,1
,1,0
,5,1
,5,1
,5,1
,5,1
,5,1
,5,1
,5,1
,4,1
,5,1
,5,1
,4,1
,4,1
¹,4,1
,5,1
,1,0
,4,1
It's not good product,2,0
,5,1
,5,1
,4,1
,3,0
,5,1
,5,1
,4,1
,5,1
,5,1
,5,1
,1,0
,5,1
,4,1
,5,1
,4,1
,4,1
,4,1
,4,1
,4,1
,1,0
,4,1
,5,1
I use for my gaming channel and for songs,5,1
Overall very good but nor comfortable to carry,5,1
Superb,5,1
,5,1
Nice protect not money wast buy this nice thanks amozon,5,1
,5,1
Very cool and best for online class.,5,1
Batter,4,1
Both r awsm product,5,1
Good product and sound quality good,5,1
Value for money,5,1
Sound & base quality,5,1
Good productValue of money,4,1
Very good quality,5,1
Good but not so good,4,1
Not good sound,3,0
Good worth buying it,4,1
Product is very good I love it thank you Amazon,4,1
The best headphone I ever got,5,1
,5,1
Sound quality,4,1
Nice,5,1
Nice 👌,5,1
Good,3,0
Vera level bass,5,1
This product I awesome,5,1
Good,5,1
I love it.....It's look really very Cool & Nice.🎧,4,1
nice headphones.. i love it,5,1
WORTH BUYING IT,5,1
,3,0
Very bad,1,0
Excellent performance,5,1
Good,5,1
Everything is fine except comfort.,1,0
Like,5,1
"Its ok,",2,0
Nice headphones highly recommended.,5,1
It's okay,3,0
Quality,1,0
Like this product,5,1
Nice one,4,1
Worst never buy it,1,0
Sound quality is good,5,1
Call audio clarity is really poor.,3,0
Sound Quality is Good,5,1
Product is awesome,5,1
Nice sound qualityy,5,1
dilike,1,0
V v best,5,1
Mind blowing,5,1
This product is dope,4,1
Okay,4,1
,4,1
Good,4,1
Nic,3,0
Nice,5,1
Very bad,5,1
Very good product and sound is awsm,4,1
Best sound quality,5,1
I like this headphone.. bass quality is super..,5,1
Like this product,5,1
Great,5,1
Nice product.....,5,1
I like sound quality,5,1
Gud.but some products are damaged.,5,1
It's a very wonderful headset.. Value for money.,5,1
without echo nice soound,5,1
Fantastic Product,4,1
Sound quality is awesome,5,1
Super quality,4,1
Bad product,1,0
,5,1
Good,4,1
Amazing,4,1
Great product.,5,1
,4,1
Nice product with in this price.Sound quality is good.Go for this......,4,1
such a nice product recomended to all love it,5,1
Good,5,1
,5,1
Nice product,5,1
,4,1
,5,1
,5,1
Good,4,1
Noise cancelling,5,1
Very nice,5,1
All over good one,4,1
Fantastic 👌,4,1
Nice,5,1
V good,5,1
It's fine,5,1
Very nice soft and loud sound,5,1
Suitable for 9th to 10th std,5,1
Good one,5,1
Poor,1,0
Sucks,1,0
Bluetooth connection should be better,4,1
,5,1
Very bad,1,0
The best one!,4,1
Good,5,1
It's not proper,3,0
I love it,5,1
Nice,4,1
not charging,3,0
Berry good,5,1
This Product is very excllent and experience,5,1
It is not a good,5,1
Awesome,5,1
,1,0
Very bad product,1,0
good,5,1
Awesome quality👌,5,1
Good,4,1
Good product,5,1
Nice,5,1
i like it,5,1
Loved this ❤❤❤❤,5,1
It break in just one month,2,0
,5,1
Best quality,4,1
No mic very bad waste of money,1,0
It was very nice,5,1
Not bad,3,0
Sound quality is very good,5,1
Good quality,5,1
This is nice product.,5,1
Awsome product with awsome base,5,1
,5,1
Super,5,1
Sound quality is good,5,1
Good product,4,1
Sound quality was awesome..👍,5,1
Good product,5,1
Excellent,5,1
I love this product. So comfy.,5,1
Very good product,5,1
Nyc product,5,1
Very nice product,5,1
Good quality product,5,1
Nice,5,1
Ok,5,1
,3,0
Good,5,1
,5,1
,5,1
,3,0
,5,1
Very nice 🙂,4,1
I like it.,5,1
Good,3,0
very good,5,1
Nice product,5,1
Awesome headphone..,4,1
Very poor condition,1,0
Nice product,5,1
Sound quality is excellent,3,0
BE NICE BUT SOME SOUNDS AND BATTERY LIFE,5,1
ok ok,3,0
,1,0
😎😎😎😎,5,1
Osam,5,1
Good,5,1
Sound of king,5,1
Note good product,1,0
,4,1
Wow 😳,5,1
Wow awesome products,5,1
It's suprb,3,0
,5,1
,5,1
Good,5,1
Awesome,5,1
But ears pains,5,1
Is not bad,3,0
Not that good.,2,0
Very bad experience,1,0
😭,1,0
Plz do not this order,1,0
Fantastic product! Loved it.,5,1
Super product,5,1
Nice but it bad in game play,3,0
All over best,5,1
Not be so good.,3,0
Sound quality very bad,4,1
Good product,5,1
Good product,5,1
Bed product,1,0
👍👍👍,5,1
Good product,4,1
Excellent,4,1
Like,5,1
This product amazing,5,1
👍,5,1
Op bolte,4,1
You must buy this one,4,1
Looks good,5,1
Item has internal damage,1,0
Nice product...must buy,4,1
It is very good prodect,5,1
Good,4,1
dont buy,3,0
Not much excepted,2,0
Nice Headphones worth for money,4,1
Excellent product,5,1
Very nice product,5,1
Good,5,1
super,5,1
Osm product,5,1
Nice,4,1
Its Enough,4,1
Valuable product! Must buy!💯,5,1
Good,5,1
Armaan,5,1
Nice product,4,1
Dislike,1,0
Received damaged,1,0
like,5,1
Nice 👌,4,1
Good,5,1
Good,3,0
Good quality,4,1
"Honest review will act as a guide to buy thia product1. Sound quality is very nice but we can expect more as boat is good company2. They are good in fitting and ear cups are also of good build quality3. Noise cancellation is not present but earcups make that good enough4. One of the best at this price range i got it for 999Cons1. At starting these will be tight to wear, can't wear for long time in summers as the ears get heated up2. Volume is too high even at lowest possible volume you will feel like you are playing song at 50 % volume3. Lack of controls, you can't fast forward the song and sometimes it doesn't start on pressing the play button4. Seems to be delicate and fragileHope it helps...!!",4,1
"Main features are crystal clear sound quality. At very high nodes sound is melodious & beats are powerful. Seems this device is made for bass lovers. High fidality sound could be judged on display of connected device. Low nodes are clear. Various music types like rock, pop, jazz & classical could be enjoyed by listener. Good sound listening experience. Ding dong ding with boat rockers 370.",5,1
Awesome product shant jha,5,1
"Sound quality is good for music. Very average call quality. The other person may not hear you if you change your position. This is when you connect the aux cable.If you're using it in Bluetooth mode, then forget about calls. The other person won't be able to hear at all.Also, the foam is not comfortable and you can't use it for more than an hour at a time, so wouldn't suggest for office use. Suitable for people with smaller ears.",2,0
● Sound quality really good. Bass is better than good imo.● Playing a few games like BGMI/Pokemon Unite/Terraria/Minecraft etc. More than enough to keep track whats happening in game.● Charge takes atleast 6 days to get to 20% from full. I am using it daily wireless atleast 7 hour. comes with a wire too.All and all this is a very good budget headset.,4,1
"Wireless feature with windows PC works but the lowest sound is too loud and audible from 6 level only. If we make it wired then the sound is controllable and can be set lower than 6 on PC. After 1 month of use, it is getting disconnected automatically and connecting again with Moto one action phone. Edit1: It broke after 6 months, Looks like it was designed to be broken after some months. Wouldn't recommend this product.",1,0
